id,code,info,tags,time
757228,,投递: 1) https://app.mokahr.com/recommendation-apply/bjhl/7663?recommendCode=NTAF6B7&hash=%23%2Fjob%2Fdca88db9-d71c-4714-bddb-b1d292f9f516%3Ffrom%3Dqrcode%26isRecommendation%3Dtrue,"秋招,内推,校招,高途",1632626303.0
757227,NTAH9m6,投递: 1) https://www.nsfocus.com.cn/campus/index.html,"秋招,内推,绿盟科技,校招",1632626288.0
757063,hjvpzy,投递: 1) http://zhaopin.tcl.com/industries/graduates2.html?page=CA,"内推,秋招",1632619300.0
757071,NTACBNM,"内推链接: 1) http://campus.fingard.com 
投递: 1) http://campus.fingard.com","秋招,校招,招聘进度,内推,保融科技",1632619770.0
757337,,投递: 1) https://jinshuju.net/f/VZQtq6,"校招,实习,内推,博乐科技",1632630199.0
756946,TBCSK8P,"内推链接: 1) https://job.toutiao.com/s/vRCAV6 2) https://w.url.cn/s/A51RK64 3) https://job.toutiao.com/s/vRCAV6 4) https://w.url.cn/s/A51RK64 
投递: 1) https://job.toutiao.com/s/JSo5rwe 2) https://job.toutiao.com/s/JSo5rwe 3) https://job.bytedance.com/society/position/application","内推,实习,户口,体检,秋招,校招,字节跳动",1632582675.0
756688,yADswEu,内推链接: 1) https://campus.meituan.com/ 2) https://campus.meituan.com/bole/wechat?staffSsoId=2919564&appKey=hiring-campus-portal,"美团,秋招,校招,内推",1632566881.0
756425,AAmnG,投递: 1) https://app.mokahr.com/recommendation-apply/huya/4113?recommenderId=172086&hash=%23%2Fjobs%3Fkeyword%3D%26isCampusJob%3D1%26page%3D1,"校招,社招,内推,虎牙直播",1632554705.0
756812,NTAHerC,"内推链接: 1) https://app.mokahr.com/m/recommendation-apply/xiaomi/3527#/jobs 
投递: 1) https://app.mokahr.com/m/campus_apply/xiaomi/286/","内推,秋招,小米,招聘进度",1632575149.0
756658,W4N73FF,投递: 1) https://asiainfo-sec.jobs.feishu.cn/referral/campus/position/list?keywords=&category=&location=&project=&type=&job_hot_flag=&current=1&limit=10&token=MzsxNjMxMjUwNDc5MDk4OzY5NjA1ODg3NjI1ODE5Mjc0MzE7MA,"秋招,内推,校招,亚信安全",1632565292.0
756873,,内推链接: 1) https://app.mokahr.com/m/recommendation-apply/qianxin/29183?sharePageId=694449&recommendCode=AHUfp&codeType=1&hash=%23%2Frecommendation%2Fpage%2F694449 2) https://app.mokahr.com/m/recommendation-apply/qianxin/29183?sharePageId=694449&recommendCode=AHUfp&codeType=1&hash=%23%2Frecommendation%2Fpage%2F694449,"内推,面经,笔经,秋招,校招",1632578342.0
756904,wgZOHyB,内推链接: 1) https://campus.meituan.com/,"美团,校招,秋招,实习,内推",1632580016.0
756895,MEMUAX,投递: 1) https://campushr.hikvision.com/,"海康威视,内推,秋招,实习",1632579634.0
756600,,投递: 1) https://app.mokahr.com/recommendation-apply/shopee/2964?recommendCode=NTAFKe5#/jobs?zhineng=71605,"秋招,Shopee,校招,内推",1632562451.0
757436,dornkd,投递: 1) http://campus.tcl.com/,"内推,面经,笔经,面试流程,招聘进度,秋招,简历",1632635618.0
757200,,内推链接: 1) https://careers.pinduoduo.com/campus/grad?t=TKPPUjl5CPTKPPUjl5CP~,"拼多多,校招,秋招,内推",1632625261.0
757275,,内推链接: 1) https://careers.pinduoduo.com/campus/grad?t=k2S4WmZ2Kfk2S4WmZ2Kf,"拼多多,秋招,内推,校招",1632627668.0
756861,HQ56TJF,投递: 1) https://jobs.toutiao.com/s/dYqsahs 2) https://job.toutiao.com/s/dYb2bDy,"字节跳动,内推,校招,实习",1632577872.0
757415,AH9Dl,内推链接: 1) https://campus.ctrip.com/recommendation-apply#/jobs,"秋招,携程,内推,校招",1632634247.0
757207,,内推链接: 1) https://join.qq.com/judgetalent.html?rec_key=W5y5_oqqhRzGDdlmLDglkpd8Q_quy1IAx0ViFL7sWGQ**,"腾讯,内推,校招,秋招,提前批",1632625679.0
757094,ISVMR0,"内推链接: 1) https://xiaohangzz.top 2) https://docs.qq.com/sheet/DSnJLdGlCV3VPdXhI 
投递: 1) https://neitui.italent.cn/zhuanzhuan/sharejobs?shareId=156d6c55-58a6-4af3-875d-9562a81692c3&rt=1","转转,内推,面经,实习,招聘进度,秋招",1632621262.0
756977,NTY684,内推链接: 1) https://shiyue.zhiye.com/Campus,"内推,校招,求offer,游戏美术,游戏运营,游戏客户端开发工程师,前端工程师",1632585412.0
757427,NTAF91b,投递: 1) https://app.mokahr.com/campus_apply/tusenweilai/35932#/,"内推,实习,招聘进度,秋招,校招,薪资待遇,社招",1632635180.0
756602,NTAHbQz,投递: 1) https://app.mokahr.com/campus_apply/glodon/1750#/jobs?commitment=%E5%85%A8%E8%81%8C&zhineng=&location=&page=1&_k=xa89xo,"秋招,内推,广联达,校招",1632562647.0
756432,AHNMT22360,内推链接: 1) https://app.mokahr.com/recommendation-apply/360campus/26420?recommendCode=NTAHNMT#/jobs,"360公司,内推,校招,秋招",1632554907.0
756850,GVawKXQ,投递: 1) https://campus.meituan.com/,"内推,春招,实习,笔试题目,美团",1632577142.0
757198,2021,内推链接: 1) https://campushr.hikvision.com/home,"海康威视,秋招,内推,校招",1632625143.0
756746,1FTHHCQ,投递: 1) https://job.toutiao.com/s/eoeAr3P,"内推,实习,秋招,字节跳动",1632571609.0
756969,TBCSK8P,"内推链接: 1) https://job.toutiao.com/s/vRCAV6 2) https://w.url.cn/s/A51RK64 3) https://job.toutiao.com/s/vRCAV6 
投递: 1) https://job.toutiao.com/s/JSo5rwe 2) https://job.toutiao.com/s/JSo5rwe 3) https://job.bytedance.com/society/position/application 
更多详情: 1) https://w.url.cn/s/A51RK64","内推,实习,公积金,毕业论文,秋招,校招,字节跳动",1632584346.0
757146,,内推链接: 1) https://join.qq.com/judgetalent.html?rec_key=7OTUmem_NrRhu_swSnojKkuCA_vAUeLYo9CVEDgIT_8 2) https://app-tc.mokahr.com/recommendation-apply/csig/6007?recommendCode=NTAAKS5&hash=%23%2Fjobs%3Fcommitment%3D%25E5%2585%25A8%25E8%2581%258C%26zhineng%3D%26page%3D1%26project%3D100010045,"内推,校招,腾讯,面经,面试流程",1632623542.0
756478,,"内推链接: 1) https://app.mokahr.com/recommendation-apply/qunar/4208?recommendCode=AD3F7&codeType=1&hash=%23%2Fjobs%2F%3Fkeyword%3D%26_k%3Dhjihl3%26isCampusJob%3D0%26page%3D1 
投递: 1) https://app.mokahr.com/recommendation-apply/qunar/4208?recommendCode=AD3F7&codeType=1&hash=%23%2Fjobs%2F%3Fkeyword%3D%26_k%3Dhjihl3%26isCampusJob%3D1%26page%3D1 
更多详情: 1) https://www.nowcoder.com/discuss/610583?source_id=profile_create_nctrack&channel=-1","去哪儿,内推,校招,秋招",1632557209.0
757239,NTAGvxW,投递: 1) https://campus.wondershare.cn/m/campus_apply/wanxingkeji/41591/#/home,"秋招,内推,校招,万兴科技",1632626640.0
757034,NTAHDru,"内推链接: 1) https://li.jobs.feishu.cn/s/d6tgBAK 
投递: 1) https://app.mokahr.com/campus_apply/chehejia/40949#/","理想汽车,校招,内推,社招,面试题目,面试流程",1632613264.0
756787,NTAGy4G,投递: 1) https://app.mokahr.com/apply/shopee/2963#/,"内推,秋招,校招,面经,求面经,Shopee,Java",1632573673.0
757149,29176051,内推链接: 1) http://campus.ke.com/,"内推,秋招",1632623609.0
756913,Ch99i9n,投递: 1) https://join.fanruan.com/campus 2) https://join.fanruan.com/campus,"内推,实习,秋招,校招,社招,帆软软件",1632580363.0
757165,TBT7JBC,投递: 1) https://jobs.toutiao.com/s/dupBX44,"字节跳动,校招,秋招,内推",1632624299.0
756783,NTAHWZQ,内推链接: 1) https://app.mokahr.com/recommendation-apply/qianxin/29183?recommendCode=NTAHWZQ&hash=%23%2Fjobs%3Fkeyword%3D,"内推,秋招,前端,Java,C/C++,Python,Go",1632573554.0
756984,,内推链接: 1) https://career.meituan.com/wechat?_token=c251786a26ec4cf5a505581f414da6aa&appKey=zhaopin-app-social,"美团,社招,内推",1632585860.0
757381,NTAHpA8,更多详情: 1) https://mp.weixin.qq.com/s/VP46pFIxLrJrPqQe_cXSVA,"秋招,内推,度小满,校招",1632632790.0
756811,,"内推链接: 1) https://xiaohangzz.top 2) https://neitui.italent.cn/zhuanzhuan/sharejobs?shareId=156d6c55-58a6-4af3-875d-9562a81692c3&rt=1 3) https://docs.qq.com/sheet/DSnJLdGlCV3VPdXhI 
投递: 1) https://campus.zhuanzhuan.comISVMR0","转转,内推,面经,招聘进度,秋招,实习",1632575111.0
756784,AEXQW,内推链接: 1) https://app.mokahr.com/recommendation-apply/shein/2934?recommenderId=944121&hash=%23%2Fjobs%3Fkeyword%3D,"内推,春招,实习,笔试题目,面经,求面经,offer比较",1632573599.0
